# pseudo_MSE2 hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE2 block
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE2 quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 160
expected_e1_wins 160
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
021 0xbc158080 -0.00912487507 1000 0 0 00 1000 0 0 0 0xbc158080 -0.00912487507 0xbc158080 -0.00912487507 0x00000000 0
022 0x3f967f80 1.17576599 0100 1 0 00 0110 3 0 0 0x3e33fc00 0.175765991 0x3e33fc00 0.175765991 0x00000000 0
023 0x3f8bbfc0 1.09178925 0100 1 0 00 0110 3 0 0 0x3dbbfc00 0.0917892456 0x3dbbfc00 0.0917892456 0x00000000 0
024 0xbd987f80 -0.074461937 1000 0 0 00 1000 0 0 0 0xbd987f80 -0.074461937 0xbd987f80 -0.074461937 0x00000000 0
025 0xbd17f800 -0.0371017456 1000 0 0 00 1000 0 0 0 0xbd17f800 -0.0371017456 0xbd17f800 -0.0371017456 0x00000000 0
026 0x3bb50100 0.00552380085 0000 0 0 00 0000 0 0 0 0x3bb50100 0.00552380085 0x3bb50100 0.00552380085 0x00000000 0
027 0xbb6e0200 -0.00363171101 1000 0 0 00 1000 0 0 0 0xbb6e0200 -0.00363171101 0xbb6e0200 -0.00363171101 0x00000000 0
028 0xba9c8080 -0.00119401515 1000 0 0 00 1000 0 0 0 0xba9c8080 -0.00119401515 0xba9c8080 -0.00119401515 0x00000000 0
029 0xbfbb0100 -1.46096802 1101 1 1 01 1110 3 0 0 0xbe580800 -0.210968018 0xbeec0400 -0.460968018 0x40400000 3
030 0xbafa0200 -0.00190740824 1000 0 0 00 1000 0 0 0 0xbafa0200 -0.00190740824 0xbafa0200 -0.00190740824 0x00000000 0
031 0xbf780800 -0.96887207 1011 0 3 11 1101 2 1 1 0xbe602000 -0.21887207 0xbe602000 -0.21887207 0x00000000 0
032 0xbd83fc00 -0.0644454956 1000 0 0 00 1000 0 0 0 0xbd83fc00 -0.0644454956 0xbd83fc00 -0.0644454956 0x00000000 0
033 0xbc180800 -0.0092792511 1000 0 0 00 1000 0 0 0 0xbc180800 -0.0092792511 0xbc180800 -0.0092792511 0x00000000 0
034 0xbea27f80 -0.317378998 1001 0 1 01 1010 1 0 0 0xbd89fe00 -0.0673789978 0xbd89fe00 -0.0673789978 0x80000000 -0
035 0xbf237f80 -0.638664246 1010 0 2 10 1100 2 0 0 0xbe0dfe00 -0.138664246 0xbe0dfe00 -0.138664246 0x00000000 0
036 0x3c11fe00 0.00891065598 0000 0 0 00 0000 0 0 0 0x3c11fe00 0.00891065598 0x3c11fe00 0.00891065598 0x00000000 0
037 0xbc12c040 -0.00895696878 1000 0 0 00 1000 0 0 0 0xbc12c040 -0.00895696878 0xbc12c040 -0.00895696878 0x00000000 0
038 0xbb340400 -0.00274682045 1000 0 0 00 1000 0 0 0 0xbb340400 -0.00274682045 0xbb340400 -0.00274682045 0x00000000 0
039 0x3ccf0100 0.0252690315 0000 0 0 00 0000 0 0 0 0x3ccf0100 0.0252690315 0x3ccf0100 0.0252690315 0x00000000 0
040 0x3d944040 0.0723881721 0000 0 0 00 0000 0 0 0 0x3d944040 0.0723881721 0x3d944040 0.0723881721 0x00000000 0
041 0xbf97f800 -1.18725586 1100 1 0 00 1110 3 0 0 0xbe3fc000 -0.187255859 0xbe3fc000 -0.187255859 0x00000000 0
042 0x3d550100 0.0520029068 0000 0 0 00 0000 0 0 0 0x3d550100 0.0520029068 0x3d550100 0.0520029068 0x00000000 0
043 0x3edbfc00 0.429656982 0001 0 1 01 0011 1 1 1 0x3e37f800 0.179656982 0x3d5fe000 0.0546569824 0xc0000000 -2
044 0x3b2c7f80 0.00263211131 0000 0 0 00 0000 0 0 0 0x3b2c7f80 0.00263211131 0x3b2c7f80 0.00263211131 0x00000000 0
045 0xbb2d8080 -0.0026474297 1000 0 0 00 1000 0 0 0 0xbb2d8080 -0.0026474297 0xbb2d8080 -0.0026474297 0x00000000 0
046 0x3ae80800 0.00177025795 0000 0 0 00 0000 0 0 0 0x3ae80800 0.00177025795 0x3ae80800 0.00177025795 0x00000000 0
047 0x3f7bfc00 0.984313965 0011 0 3 11 0101 2 1 1 0x3e6ff000 0.234313965 0x3e6ff000 0.234313965 0x00000000 0
048 0x3cb08080 0.0215456486 0000 0 0 00 0000 0 0 0 0x3cb08080 0.0215456486 0x3cb08080 0.0215456486 0x00000000 0
049 0x3b180800 0.00231981277 0000 0 0 00 0000 0 0 0 0x3b180800 0.00231981277 0x3b180800 0.00231981277 0x00000000 0
050 0xbb328080 -0.00272372365 1000 0 0 00 1000 0 0 0 0xbb328080 -0.00272372365 0xbb328080 -0.00272372365 0x00000000 0
051 0x3b99bfc0 0.00469204783 0000 0 0 00 0000 0 0 0 0x3b99bfc0 0.00469204783 0x3b99bfc0 0.00469204783 0x00000000 0
052 0x3fa3fc00 1.28112793 0101 1 1 01 0110 3 0 0 0x3cff0000 0.0311279297 0x3e8ff000 0.28112793 0x3f800000 1
053 0x3c1ac040 0.00944525003 0000 0 0 00 0000 0 0 0 0x3c1ac040 0.00944525003 0x3c1ac040 0.00944525003 0x00000000 0
054 0xbcb40400 -0.0219745636 1000 0 0 00 1000 0 0 0 0xbcb40400 -0.0219745636 0xbcb40400 -0.0219745636 0x00000000 0
055 0xbd1bbfc0 -0.0380246639 1000 0 0 00 1000 0 0 0 0xbd1bbfc0 -0.0380246639 0xbd1bbfc0 -0.0380246639 0x00000000 0
056 0xbc1c4040 -0.00953680277 1000 0 0 00 1000 0 0 0 0xbc1c4040 -0.00953680277 0xbc1c4040 -0.00953680277 0x00000000 0
057 0xbbcbfc00 -0.0062251091 1000 0 0 00 1000 0 0 0 0xbbcbfc00 -0.0062251091 0xbbcbfc00 -0.0062251091 0x00000000 0
058 0x3fa80800 1.31274414 0101 1 1 01 0110 3 0 0 0x3d808000 0.0627441406 0x3ea02000 0.312744141 0x40000000 2
059 0xbc6e0200 -0.014526844 1000 0 0 00 1000 0 0 0 0xbc6e0200 -0.014526844 0xbc6e0200 -0.014526844 0x00000000 0
060 0xbe71fe00 -0.236320496 1000 0 0 00 1001 0 1 1 0xbe71fe00 -0.236320496 0xbde3fc00 -0.111320496 0xc0400000 -3
061 0xbb6c0400 -0.00360131264 1000 0 0 00 1000 0 0 0 0xbb6c0400 -0.00360131264 0xbb6c0400 -0.00360131264 0x00000000 0
062 0xbe9f4040 -0.311037064 1001 0 1 01 1010 1 0 0 0xbd7a0200 -0.0610370636 0xbd7a0200 -0.0610370636 0x80000000 -0
063 0xbe7dfe00 -0.248039246 1000 0 0 00 1001 0 1 1 0xbe7dfe00 -0.248039246 0xbdfbfc00 -0.123039246 0xc0400000 -3
064 0x3bc07f80 0.00587457418 0000 0 0 00 0000 0 0 0 0x3bc07f80 0.00587457418 0x3bc07f80 0.00587457418 0x00000000 0
065 0xbf8bfc00 -1.09362793 1100 1 0 00 1110 3 0 0 0xbdbfc000 -0.0936279297 0xbdbfc000 -0.0936279297 0x00000000 0
066 0x3e84ff00 0.259757996 0001 0 1 01 0010 1 0 0 0x3c1fe000 0.00975799561 0x3c1fe000 0.00975799561 0x80000000 -0
067 0x3ba1bfc0 0.00493618846 0000 0 0 00 0000 0 0 0 0x3ba1bfc0 0.00493618846 0x3ba1bfc0 0.00493618846 0x00000000 0
068 0xbc88ff00 -0.016723156 1000 0 0 00 1000 0 0 0 0xbc88ff00 -0.016723156 0xbc88ff00 -0.016723156 0x00000000 0
069 0x3cabfc00 0.0209941864 0000 0 0 00 0000 0 0 0 0x3cabfc00 0.0209941864 0x3cabfc00 0.0209941864 0x00000000 0
070 0x3ea33fc0 0.318845749 0001 0 1 01 0010 1 0 0 0x3d8cff00 0.0688457489 0x3d8cff00 0.0688457489 0x80000000 -0
071 0xbc0f0100 -0.00872826576 1000 0 0 00 1000 0 0 0 0xbc0f0100 -0.00872826576 0xbc0f0100 -0.00872826576 0x00000000 0
072 0xbd43fc00 -0.0478477478 1000 0 0 00 1000 0 0 0 0xbd43fc00 -0.0478477478 0xbd43fc00 -0.0478477478 0x00000000 0
073 0x3ea5fe00 0.324203491 0001 0 1 01 0010 1 0 0 0x3d97f800 0.0742034912 0x3d97f800 0.0742034912 0x80000000 -0
074 0xba950100 -0.00113680959 1000 0 0 00 1000 0 0 0 0xba950100 -0.00113680959 0xba950100 -0.00113680959 0x00000000 0
075 0xbf970100 -1.17971802 1100 1 0 00 1110 3 0 0 0xbe380800 -0.179718018 0xbe380800 -0.179718018 0x00000000 0
076 0x3d264040 0.0405886173 0000 0 0 00 0000 0 0 0 0x3d264040 0.0405886173 0x3d264040 0.0405886173 0x00000000 0
077 0x3e57f800 0.210906982 0000 0 0 00 0001 0 1 1 0x3e57f800 0.210906982 0x3daff000 0.0859069824 0xc0000000 -2
078 0xbf39fe00 -0.726531982 1010 0 2 10 1100 2 0 0 0xbe67f800 -0.226531982 0xbe67f800 -0.226531982 0x00000000 0
079 0xbf27bfc0 -0.655269623 1010 0 2 10 1100 2 0 0 0xbe1eff00 -0.155269623 0xbe1eff00 -0.155269623 0x00000000 0
080 0x3a87f800 0.00103735924 0000 0 0 00 0000 0 0 0 0x3a87f800 0.00103735924 0x3a87f800 0.00103735924 0x00000000 0
081 0xbfd18080 -1.63673401 1110 1 2 10 1111 3 1 1 0xbe0c0400 -0.136734009 0xbe0c0400 -0.136734009 0x00000000 0
082 0x3dc9fe00 0.0986289978 0000 0 0 00 0000 0 0 0 0x3dc9fe00 0.0986289978 0x3dc9fe00 0.0986289978 0x00000000 0
083 0x3b9c0400 0.00476121902 0000 0 0 00 0000 0 0 0 0x3b9c0400 0.00476121902 0x3b9c0400 0.00476121902 0x00000000 0
084 0x3c2a4040 0.010391295 0000 0 0 00 0000 0 0 0 0x3c2a4040 0.010391295 0x3c2a4040 0.010391295 0x00000000 0
085 0x3daaff00 0.0834941864 0000 0 0 00 0000 0 0 0 0x3daaff00 0.0834941864 0x3daaff00 0.0834941864 0x00000000 0
086 0x3bab3fc0 0.00522610545 0000 0 0 00 0000 0 0 0 0x3bab3fc0 0.00522610545 0x3bab3fc0 0.00522610545 0x00000000 0
087 0xbbbc0400 -0.00573778152 1000 0 0 00 1000 0 0 0 0xbbbc0400 -0.00573778152 0xbbbc0400 -0.00573778152 0x00000000 0
088 0x3ec3fc00 0.382781982 0001 0 1 01 0011 1 1 1 0x3e07f800 0.132781982 0x3bff0000 0.00778198242 0xbf800000 -1
089 0xbeb30100 -0.349617004 1001 0 1 01 1010 1 0 0 0xbdcc0400 -0.0996170044 0xbdcc0400 -0.0996170044 0x80000000 -0
090 0xbf5a8080 -0.853523254 1011 0 3 11 1101 2 1 1 0xbdd40400 -0.103523254 0xbdd40400 -0.103523254 0x00000000 0
091 0xbfb70100 -1.42971802 1101 1 1 01 1110 3 0 0 0xbe380800 -0.179718018 0xbedc0400 -0.429718018 0x40000000 2
092 0x3ee40400 0.445343018 0001 0 1 01 0011 1 1 1 0x3e480800 0.195343018 0x3d901000 0.0703430176 0xc0000000 -2
093 0x3cebfc00 0.0288066864 0000 0 0 00 0000 0 0 0 0x3cebfc00 0.0288066864 0x3cebfc00 0.0288066864 0x00000000 0
094 0xbb2f3fc0 -0.00267408788 1000 0 0 00 1000 0 0 0 0xbb2f3fc0 -0.00267408788 0xbb2f3fc0 -0.00267408788 0x00000000 0
095 0x3aafbfc0 0.00134085864 0000 0 0 00 0000 0 0 0 0x3aafbfc0 0.00134085864 0x3aafbfc0 0.00134085864 0x00000000 0
096 0x3fc0ff00 1.50778198 0110 1 2 10 0111 3 1 1 0x3bff0000 0.00778198242 0x3bff0000 0.00778198242 0x00000000 0
097 0x3d430100 0.0476083755 0000 0 0 00 0000 0 0 0 0x3d430100 0.0476083755 0x3d430100 0.0476083755 0x00000000 0
098 0x3b940400 0.0045170784 0000 0 0 00 0000 0 0 0 0x3b940400 0.0045170784 0x3b940400 0.0045170784 0x00000000 0
099 0x3c8e0200 0.017334938 0000 0 0 00 0000 0 0 0 0x3c8e0200 0.017334938 0x3c8e0200 0.017334938 0x00000000 0
100 0x3b920200 0.00445580482 0000 0 0 00 0000 0 0 0 0x3b920200 0.00445580482 0x3b920200 0.00445580482 0x00000000 0
101 0x3ccaff00 0.0247797966 0000 0 0 00 0000 0 0 0 0x3ccaff00 0.0247797966 0x3ccaff00 0.0247797966 0x00000000 0
102 0x3f340400 0.703186035 0010 0 2 10 0100 2 0 0 0x3e501000 0.203186035 0x3e501000 0.203186035 0x00000000 0
103 0x3d780800 0.0605545044 0000 0 0 00 0000 0 0 0 0x3d780800 0.0605545044 0x3d780800 0.0605545044 0x00000000 0
104 0xbfb43fc0 -1.4081955 1101 1 1 01 1110 3 0 0 0xbe21fe00 -0.158195496 0xbed0ff00 -0.408195496 0x40000000 2
105 0x3d530100 0.0515146255 0000 0 0 00 0000 0 0 0 0x3d530100 0.0515146255 0x3d530100 0.0515146255 0x00000000 0
106 0x3b2a0200 0.00259411335 0000 0 0 00 0000 0 0 0 0x3b2a0200 0.00259411335 0x3b2a0200 0.00259411335 0x00000000 0
107 0xbdb5bfc0 -0.0887446404 1000 0 0 00 1000 0 0 0 0xbdb5bfc0 -0.0887446404 0xbdb5bfc0 -0.0887446404 0x00000000 0
108 0xbad8ff00 -0.00165554881 1000 0 0 00 1000 0 0 0 0xbad8ff00 -0.00165554881 0xbad8ff00 -0.00165554881 0x00000000 0
109 0xbcb6c040 -0.0223084688 1000 0 0 00 1000 0 0 0 0xbcb6c040 -0.0223084688 0xbcb6c040 -0.0223084688 0x00000000 0
110 0x3d39fe00 0.0454082489 0000 0 0 00 0000 0 0 0 0x3d39fe00 0.0454082489 0x3d39fe00 0.0454082489 0x00000000 0
111 0x3cbdfe00 0.0231924057 0000 0 0 00 0000 0 0 0 0x3cbdfe00 0.0231924057 0x3cbdfe00 0.0231924057 0x00000000 0
112 0xbc840400 -0.0161151886 1000 0 0 00 1000 0 0 0 0xbc840400 -0.0161151886 0xbc840400 -0.0161151886 0x00000000 0
113 0xbb460200 -0.00302135944 1000 0 0 00 1000 0 0 0 0xbb460200 -0.00302135944 0xbb460200 -0.00302135944 0x00000000 0
114 0xbf27f800 -0.65612793 1010 0 2 10 1100 2 0 0 0xbe1fe000 -0.15612793 0xbe1fe000 -0.15612793 0x00000000 0
115 0x3fb7f800 1.43725586 0101 1 1 01 0110 3 0 0 0x3e3fc000 0.187255859 0x3edfe000 0.437255859 0x40000000 2
116 0xbe23fc00 -0.160140991 1000 0 0 00 1001 0 1 1 0xbe23fc00 -0.160140991 0xbd0ff000 -0.0351409912 0xc0000000 -2
117 0x3cf58080 0.0299685001 0000 0 0 00 0000 0 0 0 0x3cf58080 0.0299685001 0x3cf58080 0.0299685001 0x00000000 0
118 0x3bf67f80 0.0075225234 0000 0 0 00 0000 0 0 0 0x3bf67f80 0.0075225234 0x3bf67f80 0.0075225234 0x00000000 0
119 0xbaddfe00 -0.00169366598 1000 0 0 00 1000 0 0 0 0xbaddfe00 -0.00169366598 0xbaddfe00 -0.00169366598 0x00000000 0
120 0x3e43fc00 0.191390991 0000 0 0 00 0001 0 1 1 0x3e43fc00 0.191390991 0x3d87f800 0.0663909912 0xc0000000 -2
121 0x3b798080 0.00380709767 0000 0 0 00 0000 0 0 0 0x3b798080 0.00380709767 0x3b798080 0.00380709767 0x00000000 0
122 0xbbea0200 -0.0071413517 1000 0 0 00 1000 0 0 0 0xbbea0200 -0.0071413517 0xbbea0200 -0.0071413517 0x00000000 0
123 0xbf3dbfc0 -0.741207123 1010 0 2 10 1100 2 0 0 0xbe76ff00 -0.241207123 0xbe76ff00 -0.241207123 0x00000000 0
124 0x3cfc7f80 0.0308225155 0000 0 0 00 0000 0 0 0 0x3cfc7f80 0.0308225155 0x3cfc7f80 0.0308225155 0x00000000 0
125 0xbd760200 -0.0600605011 1000 0 0 00 1000 0 0 0 0xbd760200 -0.0600605011 0xbd760200 -0.0600605011 0x00000000 0
126 0xbdf9fe00 -0.122066498 1000 0 0 00 1000 0 0 0 0xbdf9fe00 -0.122066498 0xbdf9fe00 -0.122066498 0x00000000 0
127 0x3dfbfc00 0.123039246 0000 0 0 00 0000 0 0 0 0x3dfbfc00 0.123039246 0x3dfbfc00 0.123039246 0x00000000 0
VALUES_END
END_CHUNK 56
BEGIN_CHUNK 57
err_exp1 0.32635963
err_exp2 0.293024838
chunk_diff_exp2_minus_exp1 -8
expected_e1_wins 2
expected_e2_wins 10
expected_e2_wins_shifted 2
expected_e2_wins_shift2 2
expected_decision exp2
expected_error 0x3e96075a 0.293024838
chunk_max_abs_index 114
chunk_max_abs_scaled_value 0xbfaf6a5f -1.37043369
chunk_max_abs_scaled_abs 0x3faf6a5f 1.37043369
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
001 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
002 0xbbe10cb8 -0.00686797127 1000 0 0 00 1000 0 0 0 0xbbe10cb8 -0.00686797127 0xbbe10cb8 -0.00686797127 0x00000000 0
003 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
004 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
005 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
006 0xbb92b138 -0.00447669253 1000 0 0 00 1000 0 0 0 0xbb92b138 -0.00447669253 0xbb92b138 -0.00447669253 0x00000000 0
007 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
008 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
009 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
010 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
011 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
012 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
013 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
014 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
015 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
016 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
017 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
018 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
019 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
020 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
021 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
022 0xbae06e86 -0.00171227823 1000 0 0 00 1000 0 0 0 0xbae06e86 -0.00171227823 0xbae06e86 -0.00171227823 0x00000000 0
023 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
024 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
025 0xbd1d450f -0.0383959375 1000 0 0 00 1000 0 0 0 0xbd1d450f -0.0383959375 0xbd1d450f -0.0383959375 0x00000000 0
026 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
027 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
028 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
029 0x3f2164e9 0.630446017 0010 0 2 10 0100 2 0 0 0x3e0593a4 0.130446017 0x3e0593a4 0.130446017 0x00000000 0
030 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
031 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
032 0x3dabf720 0.0839674473 0000 0 0 00 0000 0 0 0 0x3dabf720 0.0839674473 0x3dabf720 0.0839674473 0x00000000 0
033 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
034 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
035 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
036 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
037 0x3f35c00d 0.709961712 0010 0 2 10 0100 2 0 0 0x3e570034 0.209961712 0x3e570034 0.209961712 0x00000000 0
038 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
039 0x3eaa6566 0.332804859 0001 0 1 01 0010 1 0 0 0x3da99598 0.0828048587 0x3da99598 0.0828048587 0x80000000 -0
040 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
041 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
042 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
043 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
044 0x3f0fba9b 0.561441123 0010 0 2 10 0100 2 0 0 0x3d7ba9b0 0.0614411235 0x3d7ba9b0 0.0614411235 0x00000000 0
045 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
046 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
047 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
048 0xbbe7739a -0.00706334133 1000 0 0 00 1000 0 0 0 0xbbe7739a -0.00706334133 0xbbe7739a -0.00706334133 0x00000000 0
049 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
050 0xbd8d348d -0.0689478889 1000 0 0 00 1000 0 0 0 0xbd8d348d -0.0689478889 0xbd8d348d -0.0689478889 0x00000000 0
051 0x3bb0450c 0.00537932478 0000 0 0 00 0000 0 0 0 0x3bb0450c 0.00537932478 0x3bb0450c 0.00537932478 0x00000000 0
052 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
053 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
054 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
055 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
056 0xbef3e762 -0.476374686 1001 0 1 01 1011 1 1 1 0xbe67cec4 -0.226374686 0xbdcf9d88 -0.101374686 0xc0400000 -3
057 0xbe598677 -0.212427005 1000 0 0 00 1001 0 1 1 0xbe598677 -0.212427005 0xbdb30cee -0.0874270052 0xc0000000 -2
058 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
059 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
060 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
061 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
062 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
063 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
064 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
065 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
066 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
067 0x00000000 0 0000 0 0 00 0000 0 0 0 0x00000000 0 0x00000000 0 0x00000000 0
