# pseudo_MSE3 PyTorch hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# signedness: sgn=1 for every section in this file
# implementation: PyTorch reference only; no CUDA pseudo_MSE3 kernel is used
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE3 block
# decision rule: choose_exp2 if sum(err2^2 - err1^2) < 0 else choose_exp1
# expected_error rows: selected chunk squared error, as fp32_hex fp32_dec
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE3 quantization
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# pseudo_diff_exp2_minus_exp1 = err_exp2_pre_square^2 - err_exp1_pre_square^2
# pseudo_diff_times_2_2m must be zero, [1,3), or (-3/4,-1/4]
# value mode: scaled
# chunk max rows use max absolute value; *_value is the signed value at that index
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 0.03125
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
046 0x3e6f1be0 0.233504772 00001 0 1 001 00011 0 3 11 0x3dde37c0 0.108504772 0x3d3c6f80 0.0460047722 0xbc1e37c0 -0.00965684652 -0.618038177
047 0xbcd52c1d -0.0260220114 10000 0 0 000 10000 0 0 00 0xbcd52c1d -0.0260220114 0xbcd52c1d -0.0260220114 0x00000000 0 0
048 0xbbfe4184 -0.00775927491 10000 0 0 000 10000 0 0 00 0xbbfe4184 -0.00775927491 0xbbfe4184 -0.00775927491 0x00000000 0 0
049 0x3e4c0503 0.199237868 00001 0 1 001 00011 0 3 11 0x3d980a06 0.0742378682 0x3c405030 0.0117378682 0xbbb0140c -0.00537348352 -0.343902946
050 0x3e75d3b8 0.240065455 00001 0 1 001 00011 0 3 11 0x3deba770 0.115065455 0x3d574ee0 0.0525654554 0xbc2ba770 -0.0104769319 -0.670523643
051 0xbfcc9564 -1.59830904 11100 1 4 100 11110 3 2 10 0xbdc95640 -0.0983090401 0xbdc95640 -0.0983090401 0x00000000 0 0
052 0xbf4e7fa6 -0.806635261 10110 0 6 110 11010 2 2 10 0xbd67fa60 -0.0566352606 0xbd67fa60 -0.0566352606 0x00000000 0 0
053 0x3c173de8 0.00923106819 00000 0 0 000 00000 0 0 00 0x3c173de8 0.00923106819 0x3c173de8 0.00923106819 0x00000000 0 0
054 0x3eb48e76 0.352649391 00010 0 2 010 00101 1 1 01 0x3dd239d8 0.102649391 0x3d2473b0 0.0401493907 0xbc1239d8 -0.00892492384 -0.571195126
055 0xbdd0f786 -0.102034613 10000 0 0 000 10001 0 1 01 0xbdd0f786 -0.102034613 0xbd21ef0c -0.0395346135 0xbc10f786 -0.00884807669 -0.566276908
056 0xbf28c027 -0.659182012 10101 0 5 101 11001 2 1 01 0xbd0c0270 -0.0341820121 0xbd0c0270 -0.0341820121 0x00000000 0 0
057 0x3e5b8316 0.214367241 00001 0 1 001 00011 0 3 11 0x3db7062c 0.0893672407 0x3cdc18b0 0.0268672407 0xbbee0c58 -0.00726465508 -0.464937925
058 0xbb519b79 -0.00319835381 10000 0 0 000 10000 0 0 00 0xbb519b79 -0.00319835381 0xbb519b79 -0.00319835381 0x00000000 0 0
059 0xbca34f90 -0.0199353993 10000 0 0 000 10000 0 0 00 0xbca34f90 -0.0199353993 0xbca34f90 -0.0199353993 0x00000000 0 0
060 0xba998f50 -0.00117156841 10000 0 0 000 10000 0 0 00 0xba998f50 -0.00117156841 0xba998f50 -0.00117156841 0x00000000 0 0
061 0xbfddc439 -1.73255074 11101 1 5 101 11110 3 2 10 0xbddc4390 -0.10755074 0xbe6e21c8 -0.23255074 0x3d2e21c8 0.0425126851 2.72081184
062 0xbd12f1ec -0.0358752459 10000 0 0 000 10000 0 0 00 0xbd12f1ec -0.0358752459 0xbd12f1ec -0.0358752459 0x00000000 0 0
063 0xbdd762e6 -0.105169103 10000 0 0 000 10001 0 1 01 0xbdd762e6 -0.105169103 0xbd2ec5cc -0.0426691025 0xbc1762e6 -0.00923988782 -0.59135282
064 0x3a982b38 0.00116095599 00000 0 0 000 00000 0 0 00 0x3a982b38 0.00116095599 0x3a982b38 0.00116095599 0x00000000 0 0
065 0x3e883c3e 0.266084611 00010 0 2 010 00100 1 0 00 0x3c83c3e0 0.0160846114 0x3c83c3e0 0.0160846114 0x00000000 0 0
066 0xbc409b2c -0.0117557459 10000 0 0 000 10000 0 0 00 0xbc409b2c -0.0117557459 0xbc409b2c -0.0117557459 0x00000000 0 0
067 0x3b35e51e 0.00277549727 00000 0 0 000 00000 0 0 00 0x3b35e51e 0.00277549727 0x3b35e51e 0.00277549727 0x00000000 0 0
068 0xbe5781e2 -0.210456401 10001 0 1 001 10011 0 3 11 0xbdaf03c4 -0.0854564011 0xbcbc0f10 -0.0229564011 0xbbde0788 -0.00677580014 -0.433651209
069 0xbc3e14fa -0.0116016809 10000 0 0 000 10000 0 0 00 0xbc3e14fa -0.0116016809 0xbc3e14fa -0.0116016809 0x00000000 0 0
070 0x3b8d719e 0.00431652274 00000 0 0 000 00000 0 0 00 0x3b8d719e 0.00431652274 0x3b8d719e 0.00431652274 0x00000000 0 0
071 0xbbbff632 -0.00585820619 10000 0 0 000 10000 0 0 00 0xbbbff632 -0.00585820619 0xbbbff632 -0.00585820619 0x00000000 0 0
072 0xbe190538 -0.14943397 10001 0 1 001 10010 0 2 10 0xbcc829c0 -0.0244339705 0xbcc829c0 -0.0244339705 0x00000000 0 0
073 0x3fd1ca56 1.6389873 01101 1 5 101 01110 3 2 10 0x3c652b00 0.0139873028 0x3e0e52b0 0.138987303 0x3c9ca560 0.0191218257 1.22379684
074 0xbbf03ce2 -0.00733147655 10000 0 0 000 10000 0 0 00 0xbbf03ce2 -0.00733147655 0xbbf03ce2 -0.00733147655 0x00000000 0 0
075 0x3ca4ae2e 0.0201025866 00000 0 0 000 00000 0 0 00 0x3ca4ae2e 0.0201025866 0x3ca4ae2e 0.0201025866 0x00000000 0 0
076 0x3f1cc35b 0.612355888 00100 0 4 100 01000 2 0 00 0x3de61ad8 0.112355888 0x3de61ad8 0.112355888 0x00000000 0 0
077 0xbb3114c0 -0.00270204246 10000 0 0 000 10000 0 0 00 0xbb3114c0 -0.00270204246 0xbb3114c0 -0.00270204246 0x00000000 0 0
078 0xbc338266 -0.0109563824 10000 0 0 000 10000 0 0 00 0xbc338266 -0.0109563824 0xbc338266 -0.0109563824 0x00000000 0 0
079 0x3dc4d4b5 0.0961088315 00000 0 0 000 00001 0 1 01 0x3dc4d4b5 0.0961088315 0x3d09a96a 0.0336088315 0xbc04d4b5 -0.00810735393 -0.518870652
080 0xbf446761 -0.767202437 10110 0 6 110 11010 2 2 10 0xbc8cec20 -0.0172024369 0xbc8cec20 -0.0172024369 0x00000000 0 0
081 0xbfd54398 -1.6661253 11101 1 5 101 11110 3 2 10 0xbd287300 -0.0411252975 0xbe2a1cc0 -0.166125298 0x3cd43980 0.0259063244 1.65800476
082 0x3fa860f8 1.31545925 01010 1 2 010 01101 3 1 01 0x3d860f80 0.0654592514 0x3d860f80 0.0654592514 0x00000000 0 0
083 0xbd25a10c -0.0404367894 10000 0 0 000 10000 0 0 00 0xbd25a10c -0.0404367894 0xbd25a10c -0.0404367894 0x00000000 0 0
084 0x3d772674 0.0603394061 00000 0 0 000 00000 0 0 00 0x3d772674 0.0603394061 0x3d772674 0.0603394061 0x00000000 0 0
085 0xbce47c08 -0.027891174 10000 0 0 000 10000 0 0 00 0xbce47c08 -0.027891174 0xbce47c08 -0.027891174 0x00000000 0 0
086 0xbedf8dea -0.436629593 10011 0 3 011 10110 1 2 10 0xbd7c6f50 -0.0616295934 0xbd7c6f50 -0.0616295934 0x00000000 0 0
087 0xbd155246 -0.0364554152 10000 0 0 000 10000 0 0 00 0xbd155246 -0.0364554152 0xbd155246 -0.0364554152 0x00000000 0 0
088 0x3deae3da 0.114692405 00000 0 0 000 00001 0 1 01 0x3deae3da 0.114692405 0x3d55c7b4 0.0521924049 0xbc2ae3da -0.0104303006 -0.667539239
089 0x3b7cbd36 0.00385649269 00000 0 0 000 00000 0 0 00 0x3b7cbd36 0.00385649269 0x3b7cbd36 0.00385649269 0x00000000 0 0
090 0xbaa70ed2 -0.00127455057 10000 0 0 000 10000 0 0 00 0xbaa70ed2 -0.00127455057 0xbaa70ed2 -0.00127455057 0x00000000 0 0
091 0xbc8306e4 -0.0159944966 10000 0 0 000 10000 0 0 00 0xbc8306e4 -0.0159944966 0xbc8306e4 -0.0159944966 0x00000000 0 0
092 0x3c554096 0.0130158868 00000 0 0 000 00000 0 0 00 0x3c554096 0.0130158868 0x3c554096 0.0130158868 0x00000000 0 0
093 0xbda064a9 -0.078316994 10000 0 0 000 10001 0 1 01 0xbda064a9 -0.078316994 0xbc8192a4 -0.015816994 0xbbc0c952 -0.00588337425 -0.376535952
094 0x3d57d897 0.0526967905 00000 0 0 000 00000 0 0 00 0x3d57d897 0.0526967905 0x3d57d897 0.0526967905 0x00000000 0 0
095 0xbf2b87be -0.670040011 10101 0 5 101 11001 2 1 01 0xbd387be0 -0.0450400114 0xbd387be0 -0.0450400114 0x00000000 0 0
096 0xbf784928 -0.969866276 10111 0 7 111 11011 2 3 11 0xbdc24940 -0.0948662758 0xbdc24940 -0.0948662758 0x00000000 0 0
097 0x3cadc826 0.0212136023 00000 0 0 000 00000 0 0 00 0x3cadc826 0.0212136023 0x3cadc826 0.0212136023 0x00000000 0 0
098 0xbbc4278a -0.00598615874 10000 0 0 000 10000 0 0 00 0xbbc4278a -0.00598615874 0xbbc4278a -0.00598615874 0x00000000 0 0
099 0xbc34f1c8 -0.0110439733 10000 0 0 000 10000 0 0 00 0xbc34f1c8 -0.0110439733 0xbc34f1c8 -0.0110439733 0x00000000 0 0
100 0x3d1f3fda 0.038879253 00000 0 0 000 00000 0 0 00 0x3d1f3fda 0.038879253 0x3d1f3fda 0.038879253 0x00000000 0 0
101 0x3b56d986 0.00327834627 00000 0 0 000 00000 0 0 00 0x3b56d986 0.00327834627 0x3b56d986 0.00327834627 0x00000000 0 0
102 0x3b6c8738 0.00360913388 00000 0 0 000 00000 0 0 00 0x3b6c8738 0.00360913388 0x3b6c8738 0.00360913388 0x00000000 0 0
103 0xbd8891cc -0.0666843355 10000 0 0 000 10001 0 1 01 0xbd8891cc -0.0666843355 0xbb891cc0 -0.00418433547 0xbb912398 -0.00442929193 -0.283474684
104 0xbb423e9e -0.00296393735 10000 0 0 000 10000 0 0 00 0xbb423e9e -0.00296393735 0xbb423e9e -0.00296393735 0x00000000 0 0
105 0x3d6972fa 0.0569944158 00000 0 0 000 00000 0 0 00 0x3d6972fa 0.0569944158 0x3d6972fa 0.0569944158 0x00000000 0 0
106 0x3e548e25 0.207573488 00001 0 1 001 00011 0 3 11 0x3da91c4a 0.0825734884 0x3ca47128 0.0200734884 0xbbd23894 -0.00641543604 -0.410587907
107 0xbc02936a -0.00796971656 10000 0 0 000 10000 0 0 00 0xbc02936a -0.00796971656 0xbc02936a -0.00796971656 0x00000000 0 0
108 0x3bbc6bfa 0.0057501765 00000 0 0 000 00000 0 0 00 0x3bbc6bfa 0.0057501765 0x3bbc6bfa 0.0057501765 0x00000000 0 0
109 0xbadc7cb6 -0.00168218347 10000 0 0 000 10000 0 0 00 0xbadc7cb6 -0.00168218347 0xbadc7cb6 -0.00168218347 0x00000000 0 0
110 0x3fd42710 1.65744209 01101 1 5 101 01110 3 2 10 0x3d04e200 0.0324420929 0x3e213880 0.157442093 0x3cc27100 0.0237355232 1.51907349
111 0x3d800546 0.0625100583 00000 0 0 000 00001 0 1 01 0x3d800546 0.0625100583 0x3728c000 1.00582838e-05 0xbb800a8c -0.00390750729 -0.250080466
112 0x3cb361f6 0.0218972974 00000 0 0 000 00000 0 0 00 0x3cb361f6 0.0218972974 0x3cb361f6 0.0218972974 0x00000000 0 0
113 0x3d172352 0.0368989184 00000 0 0 000 00000 0 0 00 0x3d172352 0.0368989184 0x3d172352 0.0368989184 0x00000000 0 0
114 0x3f237cc6 0.638622642 00101 0 5 101 01001 2 1 01 0x3c5f3180 0.0136226416 0x3c5f3180 0.0136226416 0x00000000 0 0
115 0x3c3ee673 0.0116516231 00000 0 0 000 00000 0 0 00 0x3c3ee673 0.0116516231 0x3c3ee673 0.0116516231 0x00000000 0 0
116 0x3e797192 0.243597299 00001 0 1 001 00011 0 3 11 0x3df2e324 0.118597299 0x3d65c648 0.0560972989 0xbc32e324 -0.0109184124 -0.698778391
117 0x3fe21a0e 1.76642013 01110 1 6 110 01111 3 3 11 0x3c868380 0.016420126 0x3c868380 0.016420126 0x00000000 0 0
118 0xbb971eed -0.00461184094 10000 0 0 000 10000 0 0 00 0xbb971eed -0.00461184094 0xbb971eed -0.00461184094 0x00000000 0 0
119 0xbe61e693 -0.220606133 10001 0 1 001 10011 0 3 11 0xbdc3cd26 -0.0956061333 0xbd079a4c -0.0331061333 0xbc03cd26 -0.00804451667 -0.514849067
120 0xbd9d95a6 -0.076945588 10000 0 0 000 10001 0 1 01 0xbd9d95a6 -0.076945588 0xbc6cad30 -0.014445588 0xbbbb2b4c -0.0057119485 -0.365564704
121 0x3ccef6d5 0.0252641831 00000 0 0 000 00000 0 0 00 0x3ccef6d5 0.0252641831 0x3ccef6d5 0.0252641831 0x00000000 0 0
122 0x3f8a39b4 1.07988596 01000 1 0 000 01100 3 0 00 0x3da39b40 0.0798859596 0x3da39b40 0.0798859596 0x00000000 0 0
123 0xbfc6462d -1.54901659 11100 1 4 100 11110 3 2 10 0xbd48c5a0 -0.0490165949 0xbd48c5a0 -0.0490165949 0x00000000 0 0
124 0x3da75039 0.0816959813 00000 0 0 000 00001 0 1 01 0x3da75039 0.0816959813 0x3c9d40e4 0.0191959813 0xbbcea072 -0.00630574767 -0.403567851
125 0x3f7dbe4f 0.991185129 00111 0 7 111 01011 2 3 11 0x3dedf278 0.116185129 0x3dedf278 0.116185129 0x00000000 0 0
126 0xbd917680 -0.0710268021 10000 0 0 000 10001 0 1 01 0xbd917680 -0.0710268021 0xbc0bb400 -0.00852680206 0xbba2ed00 -0.00497210026 -0.318214417
127 0x3ea038ba 0.312932789 00010 0 2 010 00101 1 1 01 0x3d80e2e8 0.0629327893 0x39e2e800 0.000432789326 0xbb81c5d0 -0.00396034867 -0.253462315
VALUES_END
END_CHUNK 90
BEGIN_CHUNK 91
err_exp1 0.599165201
err_exp2 0.772383332
chunk_diff_exp2_minus_exp1 0.173218161
expected_decision exp1
expected_error 0x3f1962e4 0.599165201
chunk_max_abs_index 38
chunk_max_abs_scaled_value 0xbff771be -1.93315864
chunk_max_abs_scaled_abs 0x3ff771be 1.93315864
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec pseudo_diff_times_2_2m_dec
VALUES_BEGIN
000 0x3fd18a2d 1.63702929 01101 1 5 101 01110 3 2 10 0x3c451680 0.0120292902 0x3e0c5168 0.13702929 0x3c98a2d0 0.0186323225 1.19246864
001 0xbd8a3f43 -0.0675034747 10000 0 0 000 10001 0 1 01 0xbd8a3f43 -0.0675034747 0xbba3f430 -0.00500347465 0xbb947e86 -0.00453168433 -0.290027797
002 0xbd92c5ae -0.0716661066 10000 0 0 000 10001 0 1 01 0xbd92c5ae -0.0716661066 0xbc162d70 -0.00916610658 0xbba58b5c -0.00505201332 -0.323328853
003 0xbd50d454 -0.0509837419 10000 0 0 000 10000 0 0 00 0xbd50d454 -0.0509837419 0xbd50d454 -0.0509837419 0x00000000 0 0
004 0x3bbbc6a6 0.00573046785 00000 0 0 000 00000 0 0 00 0x3bbbc6a6 0.00573046785 0x3bbbc6a6 0.00573046785 0x00000000 0 0
005 0xbf7f1f3c -0.996570349 10111 0 7 111 11011 2 3 11 0xbdf8f9e0 -0.121570349 0xbdf8f9e0 -0.121570349 0x00000000 0 0
006 0x3f4075fa 0.751800179 00110 0 6 110 01010 2 2 10 0x3aebf400 0.00180017948 0x3aebf400 0.00180017948 0x00000000 0 0
007 0xbc463476 -0.0120974686 10000 0 0 000 10000 0 0 00 0xbc463476 -0.0120974686 0xbc463476 -0.0120974686 0x00000000 0 0
008 0xbe9f28c7 -0.310857981 10010 0 2 010 10100 1 0 00 0xbd794638 -0.0608579814 0xbd794638 -0.0608579814 0x00000000 0 0
009 0x3cab9d26 0.0209489577 00000 0 0 000 00000 0 0 00 0x3cab9d26 0.0209489577 0x3cab9d26 0.0209489577 0x00000000 0 0
010 0x3f64c19a 0.893579125 00111 0 7 111 01011 2 3 11 0x3c983340 0.0185791254 0x3c983340 0.0185791254 0x00000000 0 0
011 0xbe04f5fa -0.129844576 10001 0 1 001 10010 0 2 10 0xbb9ebf40 -0.00484457612 0xbb9ebf40 -0.00484457612 0x00000000 0 0
012 0xbf4634ee -0.774245143 10110 0 6 110 11010 2 2 10 0xbcc69dc0 -0.0242451429 0xbcc69dc0 -0.0242451429 0x00000000 0 0
013 0xbf6baf0b -0.920639694 10111 0 7 111 11011 2 3 11 0xbd3af0b0 -0.0456396937 0xbd3af0b0 -0.0456396937 0x00000000 0 0
014 0x3c2d79a6 0.0105880853 00000 0 0 000 00000 0 0 00 0x3c2d79a6 0.0105880853 0x3c2d79a6 0.0105880853 0x00000000 0 0
015 0x3f037524 0.513506174 00100 0 4 100 01000 2 0 00 0x3c5d4900 0.0135061741 0x3c5d4900 0.0135061741 0x00000000 0 0
016 0x3e874e2c 0.264268279 00010 0 2 010 00100 1 0 00 0x3c69c580 0.0142682791 0x3c69c580 0.0142682791 0x00000000 0 0
017 0xbd1ee533 -0.0387928002 10000 0 0 000 10000 0 0 00 0xbd1ee533 -0.0387928002 0xbd1ee533 -0.0387928002 0x00000000 0 0
018 0x3f435d2e 0.763140559 00110 0 6 110 01010 2 2 10 0x3c574b80 0.0131405592 0x3c574b80 0.0131405592 0x00000000 0 0
019 0xbfeaede0 -1.83538437 11110 1 6 110 11111 3 3 11 0xbdaede00 -0.0853843689 0xbdaede00 -0.0853843689 0x00000000 0 0
020 0xbc6dbf9e -0.0145110171 10000 0 0 000 10000 0 0 00 0xbc6dbf9e -0.0145110171 0xbc6dbf9e -0.0145110171 0x00000000 0 0
021 0xbfcb9584 -1.59050035 11100 1 4 100 11110 3 2 10 0xbdb95840 -0.0905003548 0xbdb95840 -0.0905003548 0x00000000 0 0
022 0xbdaa6a7e -0.0832109302 10000 0 0 000 10001 0 1 01 0xbdaa6a7e -0.0832109302 0xbca9a9f8 -0.0207109302 0xbbd4d4fc -0.00649511628 -0.415687442
023 0x3fccc8b2 1.59987473 01100 1 4 100 01110 3 2 10 0x3dcc8b20 0.0998747349 0x3dcc8b20 0.0998747349 0x00000000 0 0
024 0xbec4a61c -0.384079814 10011 0 3 011 10110 1 2 10 0xbc14c380 -0.00907981396 0xbc14c380 -0.00907981396 0x00000000 0 0
025 0xbf3457d7 -0.70446533 10101 0 5 101 11001 2 1 01 0xbda2beb8 -0.0794653296 0xbda2beb8 -0.0794653296 0x00000000 0 0
026 0x3f515ac7 0.817791402 00110 0 6 110 01010 2 2 10 0x3d8ad638 0.0677914023 0x3d8ad638 0.0677914023 0x00000000 0 0
027 0xbfc66904 -1.55007982 11100 1 4 100 11110 3 2 10 0xbd4d2080 -0.0500798225 0xbd4d2080 -0.0500798225 0x00000000 0 0
028 0x3eed9d06 0.464088619 00011 0 3 011 00111 1 3 11 0x3db67418 0.0890886188 0x3cd9d060 0.0265886188 0xbbece830 -0.00722982734 -0.46270895
029 0x3b5b8fcb 0.00335024553 00000 0 0 000 00000 0 0 00 0x3b5b8fcb 0.00335024553 0x3b5b8fcb 0.00335024553 0x00000000 0 0
030 0x3e6e5ed0 0.232783556 00001 0 1 001 00011 0 3 11 0x3ddcbda0 0.107783556 0x3d397b40 0.045283556 0xbc1cbda0 -0.0095666945 -0.612268448
031 0xbf4ff8c4 -0.812389612 10110 0 6 110 11010 2 2 10 0xbd7f8c40 -0.0623896122 0xbd7f8c40 -0.0623896122 0x00000000 0 0
032 0x3eaf2341 0.342065841 00010 0 2 010 00101 1 1 01 0x3dbc8d04 0.092065841 0x3cf23410 0.029565841 0xbbf91a09 -0.00760198059 -0.486526757
033 0x3f83ce6e 1.02973723 01000 1 0 000 01100 3 0 00 0x3cf39b80 0.0297372341 0x3cf39b80 0.0297372341 0x00000000 0 0
034 0x3f1526a4 0.582620859 00100 0 4 100 01000 2 0 00 0x3da93520 0.0826208591 0x3da93520 0.0826208591 0x00000000 0 0
035 0xbf97faba -1.18733907 11001 1 1 001 11100 3 0 00 0xbd7f5740 -0.0623390675 0xbe3fd5d0 -0.187339067 0x3cffaba0 0.0312097669 1.99742508
036 0xbd5c16ff -0.0537328683 10000 0 0 000 10000 0 0 00 0xbd5c16ff -0.0537328683 0xbd5c16ff -0.0537328683 0x00000000 0 0
037 0x3f1d444c 0.614323378 00100 0 4 100 01000 2 0 00 0x3dea2260 0.114323378 0x3dea2260 0.114323378 0x00000000 0 0
038 0xbff771be -1.93315864 11111 1 7 111 11111 3 3 11 0xbd6e37c0 -0.0581586361 0xbe3b8df0 -0.183158636 0x3cf71bdf 0.0301646572 1.93053806
039 0x3cb097b7 0.0215567183 00000 0 0 000 00000 0 0 00 0x3cb097b7 0.0215567183 0x3cb097b7 0.0215567183 0x00000000 0 0
040 0x3e8a61ec 0.270278335 00010 0 2 010 00100 1 0 00 0x3ca61ec0 0.0202783346 0x3ca61ec0 0.0202783346 0x00000000 0 0
041 0x3f1f2cf0 0.621779442 00100 0 4 100 01000 2 0 00 0x3df96780 0.121779442 0x3df96780 0.121779442 0x00000000 0 0
042 0x3e283123 0.164249942 00001 0 1 001 00010 0 2 10 0x3d20c48c 0.0392499417 0x3d20c48c 0.0392499417 0x00000000 0 0
043 0xbfa08bd2 -1.25426698 11010 1 2 010 11101 3 1 01 0xbb8bd200 -0.00426697731 0xbb8bd200 -0.00426697731 0x00000000 0 0
044 0x3f1fbdac 0.623987913 00100 0 4 100 01000 2 0 00 0x3dfded60 0.123987913 0x3dfded60 0.123987913 0x00000000 0 0
045 0xbfe7080a -1.80493283 11110 1 6 110 11111 3 3 11 0xbd610140 -0.0549328327 0xbd610140 -0.0549328327 0x00000000 0 0
046 0xbda7a528 -0.0818579793 10000 0 0 000 10001 0 1 01 0xbda7a528 -0.0818579793 0xbc9e94a0 -0.0193579793 0xbbcf4a50 -0.00632599741 -0.404863834
047 0x3aa073da 0.00122415577 00000 0 0 000 00000 0 0 00 0x3aa073da 0.00122415577 0x3aa073da 0.00122415577 0x00000000 0 0
048 0x3cfc0c72 0.0307676531 00000 0 0 000 00000 0 0 00 0x3cfc0c72 0.0307676531 0x3cfc0c72 0.0307676531 0x00000000 0 0
049 0xbfb7e6ac -1.43672705 11011 1 3 011 11101 3 1 01 0xbd7cd580 -0.061727047 0xbe3f3560 -0.186727047 0x3cfe6abf 0.0310567599 1.98763263
050 0xbc36b809 -0.0111522758 10000 0 0 000 10000 0 0 00 0xbc36b809 -0.0111522758 0xbc36b809 -0.0111522758 0x00000000 0 0
051 0xbfe64cde -1.7992208 11110 1 6 110 11111 3 3 11 0xbd499bc0 -0.0492208004 0xbd499bc0 -0.0492208004 0x00000000 0 0
052 0xbff6bf52 -1.92771363 11111 1 7 111 11111 3 3 11 0xbd57ea40 -0.0527136326 0xbe35fa90 -0.177713633 0x3cebf520 0.0288034081 1.84341812
053 0x3d4554b8 0.0481764972 00000 0 0 000 00000 0 0 00 0x3d4554b8 0.0481764972 0x3d4554b8 0.0481764972 0x00000000 0 0
054 0xbf7cddc1 -0.987758696 10111 0 7 111 11011 2 3 11 0xbde6ee08 -0.112758696 0xbde6ee08 -0.112758696 0x00000000 0 0
055 0xbf4bdb35 -0.796313584 10110 0 6 110 11010 2 2 10 0xbd3db350 -0.0463135839 0xbd3db350 -0.0463135839 0x00000000 0 0
056 0x3f8f91bc 1.12163496 01000 1 0 000 01100 3 0 00 0x3df91bc0 0.12163496 0x3df91bc0 0.12163496 0x00000000 0 0
057 0x3fe583ae 1.79308105 01110 1 6 110 01111 3 3 11 0x3d3075c0 0.0430810452 0x3d3075c0 0.0430810452 0x00000000 0 0
058 0xbead896a -0.338939011 10010 0 2 010 10101 1 1 01 0xbdb625a8 -0.0889390111 0xbcd896a0 -0.0264390111 0xbbec4b4f -0.00721112592 -0.461512059
059 0x3f1cc777 0.612418592 00100 0 4 100 01000 2 0 00 0x3de63bb8 0.112418592 0x3de63bb8 0.112418592 0x00000000 0 0
060 0xba901049 -0.00109911815 10000 0 0 000 10000 0 0 00 0xba901049 -0.00109911815 0xba901049 -0.00109911815 0x00000000 0 0
061 0x3effe35a 0.49978143 00011 0 3 011 00111 1 3 11 0x3dff8d68 0.12478143 0x3d7f1ad0 0.0622814298 0xbc3f8d68 -0.0116914287 -0.748251438
062 0xbe5d2afc -0.215984285 10001 0 1 001 10011 0 3 11 0xbdba55f8 -0.0909842849 0xbce957e0 -0.0284842849 0xbbf4abf0 -0.00746678561 -0.477874279
063 0x3f4204d6 0.757886291 00110 0 6 110 01010 2 2 10 0x3c013580 0.00788629055 0x3c013580 0.00788629055 0x00000000 0 0
064 0x3da599a8 0.0808594823 00000 0 0 000 00001 0 1 01 0x3da599a8 0.0808594823 0x3c9666a0 0.0183594823 0xbbcb3350 -0.00620118529 -0.396875858
065 0x3f1252dc 0.571576834 00100 0 4 100 01000 2 0 00 0x3d9296e0 0.0715768337 0x3d9296e0 0.0715768337 0x00000000 0 0
066 0x3e729462 0.236894161 00001 0 1 001 00011 0 3 11 0x3de528c4 0.111894161 0x3d4a5188 0.0493941605 0xbc2528c4 -0.0100805201 -0.645153284
067 0x3e6f5df2 0.23375681 00001 0 1 001 00011 0 3 11 0x3ddebbe4 0.10875681 0x3d3d77c8 0.0462568104 0xbc1ebbe4 -0.0096883513 -0.620054483
068 0x3fc7928f 1.55916011 01100 1 4 100 01110 3 2 10 0x3d7251e0 0.0591601133 0x3d7251e0 0.0591601133 0x00000000 0 0
