# pseudo_MSE hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=50
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
069 0x3b10cccd 0.0022094727 0x3e90cccd 0.282812506 0001 0 1 01 0010 1 0 0 0x3d066668 0.032812506 0x3d066668 0.032812506 0x80000000 -0
070 0xbb193333 -0.00233764644 0xbe993333 -0.299218744 1001 0 1 01 1010 1 0 0 0xbd499998 -0.049218744 0xbd499998 -0.049218744 0x80000000 -0
071 0x3b193333 0.00233764644 0x3e993333 0.299218744 0001 0 1 01 0010 1 0 0 0x3d499998 0.049218744 0x3d499998 0.049218744 0x80000000 -0
072 0xbb21999a -0.00246582041 0xbea1999a -0.315625012 1001 0 1 01 1010 1 0 0 0xbd866668 -0.0656250119 0xbd866668 -0.0656250119 0x80000000 -0
073 0x3b21999a 0.00246582041 0x3ea1999a 0.315625012 0001 0 1 01 0010 1 0 0 0x3d866668 0.0656250119 0x3d866668 0.0656250119 0x80000000 -0
074 0xbb2a0000 -0.00259399414 0xbeaa0000 -0.33203125 1001 0 1 01 1010 1 0 0 0xbda80000 -0.08203125 0xbda80000 -0.08203125 0x80000000 -0
075 0x3b2a0000 0.00259399414 0x3eaa0000 0.33203125 0001 0 1 01 0010 1 0 0 0x3da80000 0.08203125 0x3da80000 0.08203125 0x80000000 -0
076 0xbb326666 -0.00272216788 0xbeb26666 -0.348437488 1001 0 1 01 1010 1 0 0 0xbdc99998 -0.0984374881 0xbdc99998 -0.0984374881 0x80000000 -0
077 0x3b326666 0.00272216788 0x3eb26666 0.348437488 0001 0 1 01 0010 1 0 0 0x3dc99998 0.0984374881 0x3dc99998 0.0984374881 0x80000000 -0
078 0xbb3acccd -0.00285034184 0xbebacccd -0.364843756 1001 0 1 01 1010 1 0 0 0xbdeb3334 -0.114843756 0xbdeb3334 -0.114843756 0x80000000 -0
079 0x3b3acccd 0.00285034184 0x3ebacccd 0.364843756 0001 0 1 01 0010 1 0 0 0x3deb3334 0.114843756 0x3deb3334 0.114843756 0x80000000 -0
080 0xbb433333 -0.00297851558 0xbec33333 -0.381249994 1001 0 1 01 1011 1 1 1 0xbe066666 -0.131249994 0xbbccccc0 -0.00624999404 0xbf800000 -1
081 0x3b433333 0.00297851558 0x3ec33333 0.381249994 0001 0 1 01 0011 1 1 1 0x3e066666 0.131249994 0x3bccccc0 0.00624999404 0xbf800000 -1
082 0xbb4b999a -0.00310668955 0xbecb999a -0.397656262 1001 0 1 01 1011 1 1 1 0xbe173334 -0.147656262 0xbcb999a0 -0.0226562619 0xbf800000 -1
083 0x3b4b999a 0.00310668955 0x3ecb999a 0.397656262 0001 0 1 01 0011 1 1 1 0x3e173334 0.147656262 0x3cb999a0 0.0226562619 0xbf800000 -1
084 0xbb540000 -0.00323486328 0xbed40000 -0.4140625 1001 0 1 01 1011 1 1 1 0xbe280000 -0.1640625 0xbd200000 -0.0390625 0xbf800000 -1
085 0x3b540000 0.00323486328 0x3ed40000 0.4140625 0001 0 1 01 0011 1 1 1 0x3e280000 0.1640625 0x3d200000 0.0390625 0xbf800000 -1
086 0xbb5c6666 -0.00336303702 0xbedc6666 -0.430468738 1001 0 1 01 1011 1 1 1 0xbe38cccc -0.180468738 0xbd633330 -0.0554687381 0xbf800000 -1
087 0x3b5c6666 0.00336303702 0x3edc6666 0.430468738 0001 0 1 01 0011 1 1 1 0x3e38cccc 0.180468738 0x3d633330 0.0554687381 0xbf800000 -1
088 0xbb64cccd -0.00349121098 0xbee4cccd -0.446875006 1001 0 1 01 1011 1 1 1 0xbe49999a -0.196875006 0xbd933334 -0.071875006 0xbf800000 -1
089 0x3b64cccd 0.00349121098 0x3ee4cccd 0.446875006 0001 0 1 01 0011 1 1 1 0x3e49999a 0.196875006 0x3d933334 0.071875006 0xbf800000 -1
090 0xbb6d3333 -0.00361938472 0xbeed3333 -0.463281244 1001 0 1 01 1011 1 1 1 0xbe5a6666 -0.213281244 0xbdb4cccc -0.088281244 0xbf800000 -1
091 0x3b6d3333 0.00361938472 0x3eed3333 0.463281244 0001 0 1 01 0011 1 1 1 0x3e5a6666 0.213281244 0x3db4cccc 0.088281244 0xbf800000 -1
092 0xbb75999a -0.00374755869 0xbef5999a -0.479687512 1001 0 1 01 1011 1 1 1 0xbe6b3334 -0.229687512 0xbdd66668 -0.104687512 0xbf800000 -1
093 0x3b75999a 0.00374755869 0x3ef5999a 0.479687512 0001 0 1 01 0011 1 1 1 0x3e6b3334 0.229687512 0x3dd66668 0.104687512 0xbf800000 -1
094 0xbb7e0000 -0.00387573242 0xbefe0000 -0.49609375 1001 0 1 01 1011 1 1 1 0xbe7c0000 -0.24609375 0xbdf80000 -0.12109375 0xbf800000 -1
095 0x3b7e0000 0.00387573242 0x3efe0000 0.49609375 0001 0 1 01 0011 1 1 1 0x3e7c0000 0.24609375 0x3df80000 0.12109375 0xbf800000 -1
096 0xba800000 -0.0009765625 0xbe000000 -0.125 1000 0 0 00 1001 0 1 1 0xbe000000 -0.125 0x00000000 0 0xbf800000 -1
097 0x3a800000 0.0009765625 0x3e000000 0.125 0000 0 0 00 0001 0 1 1 0x3e000000 0.125 0x00000000 0 0xbf800000 -1
098 0xba886666 -0.00104064937 0xbe086666 -0.133203119 1000 0 0 00 1001 0 1 1 0xbe086666 -0.133203119 0xbc066660 -0.00820311904 0xbf800000 -1
099 0x3a886666 0.00104064937 0x3e086666 0.133203119 0000 0 0 00 0001 0 1 1 0x3e086666 0.133203119 0x3c066660 0.00820311904 0xbf800000 -1
100 0xba90cccd -0.00110473635 0xbe10cccd -0.141406253 1000 0 0 00 1001 0 1 1 0xbe10cccd -0.141406253 0xbc866668 -0.016406253 0xbf800000 -1
101 0x3a90cccd 0.00110473635 0x3e10cccd 0.141406253 0000 0 0 00 0001 0 1 1 0x3e10cccd 0.141406253 0x3c866668 0.016406253 0xbf800000 -1
102 0xba993333 -0.00116882322 0xbe193333 -0.149609372 1000 0 0 00 1001 0 1 1 0xbe193333 -0.149609372 0xbcc99998 -0.024609372 0xbf800000 -1
103 0x3a993333 0.00116882322 0x3e193333 0.149609372 0000 0 0 00 0001 0 1 1 0x3e193333 0.149609372 0x3cc99998 0.024609372 0xbf800000 -1
104 0xbaa1999a -0.0012329102 0xbe21999a -0.157812506 1000 0 0 00 1001 0 1 1 0xbe21999a -0.157812506 0xbd066668 -0.032812506 0xbf800000 -1
105 0x3aa1999a 0.0012329102 0x3e21999a 0.157812506 0000 0 0 00 0001 0 1 1 0x3e21999a 0.157812506 0x3d066668 0.032812506 0xbf800000 -1
106 0xbaaa0000 -0.00129699707 0xbe2a0000 -0.166015625 1000 0 0 00 1001 0 1 1 0xbe2a0000 -0.166015625 0xbd280000 -0.041015625 0xbf800000 -1
107 0x3aaa0000 0.00129699707 0x3e2a0000 0.166015625 0000 0 0 00 0001 0 1 1 0x3e2a0000 0.166015625 0x3d280000 0.041015625 0xbf800000 -1
108 0xbab26666 -0.00136108394 0xbe326666 -0.174218744 1000 0 0 00 1001 0 1 1 0xbe326666 -0.174218744 0xbd499998 -0.049218744 0xbf800000 -1
109 0x3ab26666 0.00136108394 0x3e326666 0.174218744 0000 0 0 00 0001 0 1 1 0x3e326666 0.174218744 0x3d499998 0.049218744 0xbf800000 -1
110 0xbabacccd -0.00142517092 0xbe3acccd -0.182421878 1000 0 0 00 1001 0 1 1 0xbe3acccd -0.182421878 0xbd6b3334 -0.057421878 0xbf800000 -1
111 0x3abacccd 0.00142517092 0x3e3acccd 0.182421878 0000 0 0 00 0001 0 1 1 0x3e3acccd 0.182421878 0x3d6b3334 0.057421878 0xbf800000 -1
112 0xbac33333 -0.00148925779 0xbe433333 -0.190624997 1000 0 0 00 1001 0 1 1 0xbe433333 -0.190624997 0xbd866666 -0.065624997 0xbf800000 -1
113 0x3ac33333 0.00148925779 0x3e433333 0.190624997 0000 0 0 00 0001 0 1 1 0x3e433333 0.190624997 0x3d866666 0.065624997 0xbf800000 -1
114 0xbacb999a -0.00155334477 0xbe4b999a -0.198828131 1000 0 0 00 1001 0 1 1 0xbe4b999a -0.198828131 0xbd973334 -0.073828131 0xbf800000 -1
115 0x3acb999a 0.00155334477 0x3e4b999a 0.198828131 0000 0 0 00 0001 0 1 1 0x3e4b999a 0.198828131 0x3d973334 0.073828131 0xbf800000 -1
116 0xbad40000 -0.00161743164 0xbe540000 -0.20703125 1000 0 0 00 1001 0 1 1 0xbe540000 -0.20703125 0xbda80000 -0.08203125 0xbf800000 -1
117 0x3ad40000 0.00161743164 0x3e540000 0.20703125 0000 0 0 00 0001 0 1 1 0x3e540000 0.20703125 0x3da80000 0.08203125 0xbf800000 -1
118 0xbadc6666 -0.00168151851 0xbe5c6666 -0.215234369 1000 0 0 00 1001 0 1 1 0xbe5c6666 -0.215234369 0xbdb8cccc -0.090234369 0xbf800000 -1
119 0x3adc6666 0.00168151851 0x3e5c6666 0.215234369 0000 0 0 00 0001 0 1 1 0x3e5c6666 0.215234369 0x3db8cccc 0.090234369 0xbf800000 -1
120 0xbae4cccd -0.00174560549 0xbe64cccd -0.223437503 1000 0 0 00 1001 0 1 1 0xbe64cccd -0.223437503 0xbdc9999a -0.098437503 0xbf800000 -1
121 0x3ae4cccd 0.00174560549 0x3e64cccd 0.223437503 0000 0 0 00 0001 0 1 1 0x3e64cccd 0.223437503 0x3dc9999a 0.098437503 0xbf800000 -1
122 0xbaed3333 -0.00180969236 0xbe6d3333 -0.231640622 1000 0 0 00 1001 0 1 1 0xbe6d3333 -0.231640622 0xbdda6666 -0.106640622 0xbf800000 -1
123 0x3aed3333 0.00180969236 0x3e6d3333 0.231640622 0000 0 0 00 0001 0 1 1 0x3e6d3333 0.231640622 0x3dda6666 0.106640622 0xbf800000 -1
124 0xbaf5999a -0.00187377934 0xbe75999a -0.239843756 1000 0 0 00 1001 0 1 1 0xbe75999a -0.239843756 0xbdeb3334 -0.114843756 0xbf800000 -1
125 0x3af5999a 0.00187377934 0x3e75999a 0.239843756 0000 0 0 00 0001 0 1 1 0x3e75999a 0.239843756 0x3deb3334 0.114843756 0xbf800000 -1
126 0xbafe0000 -0.00193786621 0xbe7e0000 -0.248046875 1000 0 0 00 1001 0 1 1 0xbe7e0000 -0.248046875 0xbdfc0000 -0.123046875 0xbf800000 -1
127 0x3afe0000 0.00193786621 0x3e7e0000 0.248046875 0000 0 0 00 0001 0 1 1 0x3e7e0000 0.248046875 0x3dfc0000 0.123046875 0xbf800000 -1
VALUES_END
END_CHUNK 4
BEGIN_CHUNK 5
err_exp1 1.31816781
err_exp2 1.52376723
chunk_diff_exp2_minus_exp1 -10
expected_e1_wins 8
expected_e2_wins 18
expected_e2_wins_shifted 4
expected_e2_wins_shift2 4
expected_decision exp1
expected_error 0x3fa8b9b9 1.31816781
chunk_max_abs_index 65
raw_max_abs_index 65
raw_max_abs_value 0xbfe8e8c4 -1.81960344
raw_max_abs_abs 0x3fe8e8c4 1.81960344
chunk_max_abs_raw_value 0xbfe8e8c4 -1.81960344
chunk_max_abs_raw_abs 0x3fe8e8c4 1.81960344
raw_and_scaled_max_abs 65 0x3f800000 1 0xbfe8e8c4 -1.81960344 0x3fe8e8c4 1.81960344 0xbfe8e8c4 -1.81960344 0x3fe8e8c4 1.81960344
chunk_max_abs_scaled_value 0xbfe8e8c4 -1.81960344
chunk_max_abs_scaled_abs 0x3fe8e8c4 1.81960344
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0xbe0d7c6c -0.138169944 0xbe0d7c6c -0.138169944 1000 0 0 00 1001 0 1 1 0xbe0d7c6c -0.138169944 0xbc57c6c0 -0.0131699443 0xbf800000 -1
001 0x3ef5a97e 0.479808748 0x3ef5a97e 0.479808748 0001 0 1 01 0011 1 1 1 0x3e6b52fc 0.229808748 0x3dd6a5f8 0.104808748 0xbf800000 -1
002 0xbeb34c5e -0.35019201 0xbeb34c5e -0.35019201 1001 0 1 01 1010 1 0 0 0xbdcd3178 -0.10019201 0xbdcd3178 -0.10019201 0x80000000 -0
003 0x3b7710be 0.00376991881 0x3b7710be 0.00376991881 0000 0 0 00 0000 0 0 0 0x3b7710be 0.00376991881 0x3b7710be 0.00376991881 0x00000000 0
004 0x3c53f0f6 0.0129358675 0x3c53f0f6 0.0129358675 0000 0 0 00 0000 0 0 0 0x3c53f0f6 0.0129358675 0x3c53f0f6 0.0129358675 0x00000000 0
005 0x3d09ce14 0.033643797 0x3d09ce14 0.033643797 0000 0 0 00 0000 0 0 0 0x3d09ce14 0.033643797 0x3d09ce14 0.033643797 0x00000000 0
006 0xbc6c4a4e -0.0144220125 0xbc6c4a4e -0.0144220125 1000 0 0 00 1000 0 0 0 0xbc6c4a4e -0.0144220125 0xbc6c4a4e -0.0144220125 0x00000000 0
007 0x3c2e6407 0.0106439656 0x3c2e6407 0.0106439656 0000 0 0 00 0000 0 0 0 0x3c2e6407 0.0106439656 0x3c2e6407 0.0106439656 0x00000000 0
008 0xbf277796 -0.654168487 0xbf277796 -0.654168487 1010 0 2 10 1100 2 0 0 0xbe1dde58 -0.154168487 0xbe1dde58 -0.154168487 0x00000000 0
009 0x3b8ae020 0.00423814356 0x3b8ae020 0.00423814356 0000 0 0 00 0000 0 0 0 0x3b8ae020 0.00423814356 0x3b8ae020 0.00423814356 0x00000000 0
010 0x3e005fac 0.125364959 0x3e005fac 0.125364959 0000 0 0 00 0001 0 1 1 0x3e005fac 0.125364959 0x39bf5800 0.00036495924 0xbf800000 -1
011 0xbbd24fa3 -0.00641818484 0xbbd24fa3 -0.00641818484 1000 0 0 00 1000 0 0 0 0xbbd24fa3 -0.00641818484 0xbbd24fa3 -0.00641818484 0x00000000 0
012 0xbe320504 -0.173847258 0xbe320504 -0.173847258 1000 0 0 00 1001 0 1 1 0xbe320504 -0.173847258 0xbd481410 -0.0488472581 0xbf800000 -1
013 0xbcd8eaac -0.0264790878 0xbcd8eaac -0.0264790878 1000 0 0 00 1000 0 0 0 0xbcd8eaac -0.0264790878 0xbcd8eaac -0.0264790878 0x00000000 0
014 0xbb8b7a40 -0.0042565167 0xbb8b7a40 -0.0042565167 1000 0 0 00 1000 0 0 0 0xbb8b7a40 -0.0042565167 0xbb8b7a40 -0.0042565167 0x00000000 0
015 0x3b6f83f6 0.00365471607 0x3b6f83f6 0.00365471607 0000 0 0 00 0000 0 0 0 0x3b6f83f6 0.00365471607 0x3b6f83f6 0.00365471607 0x00000000 0
016 0xbf910544 -1.13297319 0xbf910544 -1.13297319 1100 1 0 00 1110 3 0 0 0xbe082a20 -0.132973194 0xbe082a20 -0.132973194 0x00000000 0
017 0x3eb4f2ec 0.353415847 0x3eb4f2ec 0.353415847 0001 0 1 01 0010 1 0 0 0x3dd3cbb0 0.103415847 0x3dd3cbb0 0.103415847 0x80000000 -0
018 0x3ecd5e1f 0.401108712 0x3ecd5e1f 0.401108712 0001 0 1 01 0011 1 1 1 0x3e1abc3e 0.151108712 0x3cd5e1f0 0.026108712 0xbf800000 -1
019 0x3f610a45 0.879062951 0x3f610a45 0.879062951 0011 0 3 11 0101 2 1 1 0x3e042914 0.129062951 0x3e042914 0.129062951 0x00000000 0
020 0xbcf3aaf9 -0.0297446121 0xbcf3aaf9 -0.0297446121 1000 0 0 00 1000 0 0 0 0xbcf3aaf9 -0.0297446121 0xbcf3aaf9 -0.0297446121 0x00000000 0
021 0xbd7a4d28 -0.0611087382 0xbd7a4d28 -0.0611087382 1000 0 0 00 1000 0 0 0 0xbd7a4d28 -0.0611087382 0xbd7a4d28 -0.0611087382 0x00000000 0
022 0x3e8d40c4 0.275884748 0x3e8d40c4 0.275884748 0001 0 1 01 0010 1 0 0 0x3cd40c40 0.0258847475 0x3cd40c40 0.0258847475 0x80000000 -0
023 0x3e501b51 0.203229204 0x3e501b51 0.203229204 0000 0 0 00 0001 0 1 1 0x3e501b51 0.203229204 0x3da036a2 0.0782292038 0xbf800000 -1
024 0xbc2478d1 -0.0100385705 0xbc2478d1 -0.0100385705 1000 0 0 00 1000 0 0 0 0xbc2478d1 -0.0100385705 0xbc2478d1 -0.0100385705 0x00000000 0
025 0xbf38fc90 -0.722603798 0xbf38fc90 -0.722603798 1010 0 2 10 1100 2 0 0 0xbe63f240 -0.222603798 0xbe63f240 -0.222603798 0x00000000 0
026 0xbf9018bd -1.12575495 0xbf9018bd -1.12575495 1100 1 0 00 1110 3 0 0 0xbe00c5e8 -0.125754952 0xbe00c5e8 -0.125754952 0x00000000 0
027 0xbe7a4b82 -0.244428664 0xbe7a4b82 -0.244428664 1000 0 0 00 1001 0 1 1 0xbe7a4b82 -0.244428664 0xbdf49704 -0.119428664 0xbf800000 -1
028 0xbd1106f4 -0.0354070216 0xbd1106f4 -0.0354070216 1000 0 0 00 1000 0 0 0 0xbd1106f4 -0.0354070216 0xbd1106f4 -0.0354070216 0x00000000 0
029 0xbfe23473 -1.76722562 0xbfe23473 -1.76722562 1111 1 3 11 1111 3 1 1 0xbc8d1cc0 -0.0172256231 0xbe88d1cc -0.267225623 0x3f800000 1
030 0xbed67dfc -0.418929935 0xbed67dfc -0.418929935 1001 0 1 01 1011 1 1 1 0xbe2cfbf8 -0.168929935 0xbd33efe0 -0.0439299345 0xbf800000 -1
031 0xbc54cc14 -0.0129881091 0xbc54cc14 -0.0129881091 1000 0 0 00 1000 0 0 0 0xbc54cc14 -0.0129881091 0xbc54cc14 -0.0129881091 0x00000000 0
032 0x3b1d660e 0.00240171282 0x3b1d660e 0.00240171282 0000 0 0 00 0000 0 0 0 0x3b1d660e 0.00240171282 0x3b1d660e 0.00240171282 0x00000000 0
033 0x3efa2c43 0.48861894 0x3efa2c43 0.48861894 0001 0 1 01 0011 1 1 1 0x3e745886 0.23861894 0x3de8b10c 0.11361894 0xbf800000 -1
034 0xbace1064 -0.00157214375 0xbace1064 -0.00157214375 1000 0 0 00 1000 0 0 0 0xbace1064 -0.00157214375 0xbace1064 -0.00157214375 0x00000000 0
035 0xbcc83ba4 -0.0244425014 0xbcc83ba4 -0.0244425014 1000 0 0 00 1000 0 0 0 0xbcc83ba4 -0.0244425014 0xbcc83ba4 -0.0244425014 0x00000000 0
036 0xbc879986 -0.0165526979 0xbc879986 -0.0165526979 1000 0 0 00 1000 0 0 0 0xbc879986 -0.0165526979 0xbc879986 -0.0165526979 0x00000000 0
037 0xbbdaddd0 -0.00667927414 0xbbdaddd0 -0.00667927414 1000 0 0 00 1000 0 0 0 0xbbdaddd0 -0.00667927414 0xbbdaddd0 -0.00667927414 0x00000000 0
038 0xbab66610 -0.0013915915 0xbab66610 -0.0013915915 1000 0 0 00 1000 0 0 0 0xbab66610 -0.0013915915 0xbab66610 -0.0013915915 0x00000000 0
039 0x3e22ae18 0.15886724 0x3e22ae18 0.15886724 0000 0 0 00 0001 0 1 1 0x3e22ae18 0.15886724 0x3d0ab860 0.03386724 0xbf800000 -1
040 0xbdf6f8fb -0.12059208 0xbdf6f8fb -0.12059208 1000 0 0 00 1000 0 0 0 0xbdf6f8fb -0.12059208 0xbdf6f8fb -0.12059208 0x00000000 0
041 0xbb4e44cb -0.00314741093 0xbb4e44cb -0.00314741093 1000 0 0 00 1000 0 0 0 0xbb4e44cb -0.00314741093 0xbb4e44cb -0.00314741093 0x00000000 0
042 0xbd9c971e -0.0764601082 0xbd9c971e -0.0764601082 1000 0 0 00 1000 0 0 0 0xbd9c971e -0.0764601082 0xbd9c971e -0.0764601082 0x00000000 0
043 0xbf9f9b6c -1.2469306 0xbf9f9b6c -1.2469306 1100 1 0 00 1110 3 0 0 0xbe7cdb60 -0.246930599 0xbe7cdb60 -0.246930599 0x00000000 0
044 0xbd3cf192 -0.0461288169 0xbd3cf192 -0.0461288169 1000 0 0 00 1000 0 0 0 0xbd3cf192 -0.0461288169 0xbd3cf192 -0.0461288169 0x00000000 0
045 0x3c63bc31 0.0138998488 0x3c63bc31 0.0138998488 0000 0 0 00 0000 0 0 0 0x3c63bc31 0.0138998488 0x3c63bc31 0.0138998488 0x00000000 0
046 0xbbafa556 -0.00536028575 0xbbafa556 -0.00536028575 1000 0 0 00 1000 0 0 0 0xbbafa556 -0.00536028575 0xbbafa556 -0.00536028575 0x00000000 0
047 0xbb9b7bb4 -0.00474497117 0xbb9b7bb4 -0.00474497117 1000 0 0 00 1000 0 0 0 0xbb9b7bb4 -0.00474497117 0xbb9b7bb4 -0.00474497117 0x00000000 0
048 0xbcaa156a -0.0207621641 0xbcaa156a -0.0207621641 1000 0 0 00 1000 0 0 0 0xbcaa156a -0.0207621641 0xbcaa156a -0.0207621641 0x00000000 0
049 0xbd902fed -0.0704039112 0xbd902fed -0.0704039112 1000 0 0 00 1000 0 0 0 0xbd902fed -0.0704039112 0xbd902fed -0.0704039112 0x00000000 0
050 0x3d56d311 0.0524473824 0x3d56d311 0.0524473824 0000 0 0 00 0000 0 0 0 0x3d56d311 0.0524473824 0x3d56d311 0.0524473824 0x00000000 0
051 0xbdf189e0 -0.117938757 0xbdf189e0 -0.117938757 1000 0 0 00 1000 0 0 0 0xbdf189e0 -0.117938757 0xbdf189e0 -0.117938757 0x00000000 0
052 0x3c83bf71 0.0160824973 0x3c83bf71 0.0160824973 0000 0 0 00 0000 0 0 0 0x3c83bf71 0.0160824973 0x3c83bf71 0.0160824973 0x00000000 0
053 0xbdcedd32 -0.101007834 0xbdcedd32 -0.101007834 1000 0 0 00 1000 0 0 0 0xbdcedd32 -0.101007834 0xbdcedd32 -0.101007834 0x00000000 0
054 0x3d610fd7 0.0549467467 0x3d610fd7 0.0549467467 0000 0 0 00 0000 0 0 0 0x3d610fd7 0.0549467467 0x3d610fd7 0.0549467467 0x00000000 0
055 0x3acb9ae6 0.00155338342 0x3acb9ae6 0.00155338342 0000 0 0 00 0000 0 0 0 0x3acb9ae6 0.00155338342 0x3acb9ae6 0.00155338342 0x00000000 0
056 0x3f293541 0.66096884 0x3f293541 0.66096884 0010 0 2 10 0100 2 0 0 0x3e24d504 0.16096884 0x3e24d504 0.16096884 0x00000000 0
057 0xbfe16780 -1.76097107 0xbfe16780 -1.76097107 1111 1 3 11 1111 3 1 1 0xbc33c000 -0.0109710693 0xbe859e00 -0.260971069 0x3f800000 1
058 0x3d61a202 0.0550861433 0x3d61a202 0.0550861433 0000 0 0 00 0000 0 0 0 0x3d61a202 0.0550861433 0x3d61a202 0.0550861433 0x00000000 0
059 0x3e57ee6c 0.210870445 0x3e57ee6c 0.210870445 0000 0 0 00 0001 0 1 1 0x3e57ee6c 0.210870445 0x3dafdcd8 0.0858704448 0xbf800000 -1
060 0x3fb4c0fb 1.4121393 0x3fb4c0fb 1.4121393 0101 1 1 01 0110 3 0 0 0x3e2607d8 0.162139297 0x3ed303ec 0.412139297 0x3f800000 1
061 0x3aaf0d7f 0.00133554626 0x3aaf0d7f 0.00133554626 0000 0 0 00 0000 0 0 0 0x3aaf0d7f 0.00133554626 0x3aaf0d7f 0.00133554626 0x00000000 0
062 0x3dc6d8c6 0.09709315 0x3dc6d8c6 0.09709315 0000 0 0 00 0000 0 0 0 0x3dc6d8c6 0.09709315 0x3dc6d8c6 0.09709315 0x00000000 0
